street_address,price,beds,baths,sqft,price/sqft,prop type,county,community,built,parking,air conditioning,kitchen,dishwasher,laundry,heating,elevator
15 Russell Pl #15,599000,2,2.5,"1,407",$426 / Sq. Ft.,Condominium,Middlesex,Arlington,2004,True,,,,,,
21 Ridgefield Rd,1849000,6,3.5,"5,400",$342 / Sq. Ft.,Single Family Detached,Middlesex,Town Forest,1908,,,True,,,,
73 Broadway #2,450000,2,1,"1,228",$366 / Sq. Ft.,Condominium,Middlesex,Arlington,1909,True,,True,,True,,
15 Arizona Ter #2,199900,1,1,463,$432 / Sq. Ft.,Condominium,Middlesex,Arlington,1965,True,,True,,True,True,
98 Webster St #98,829000,3,2.5,"2,090",$397 / Sq. Ft.,Condominium,Middlesex,Arlington,2002,,,True,,,,
73 Brookings St,649900,3,2,"2,600",$250 / Sq. Ft.,Single Family Detached,Middlesex,Tufts/Hillside,1920,True,,True,,,,
46 Grove St,699000,4,2.5,"2,297",$304 / Sq. Ft.,Single Family Detached,Middlesex,West Medford,1910,,,True,,,,
17 Arizona Ter #10,224900,1,1,578,$389 / Sq. Ft.,Condominium,Middlesex,Arlington,1965,,,True,,,,
46 Brooks St,1195000,4,2.5,"2,964",$403 / Sq. Ft.,Single Family Detached,Middlesex,Winchester,1960,,,True,,,,
255 Playstead Rd,799900,4,2.5,"1,988",$402 / Sq. Ft.,Single Family Detached,Middlesex,Medford,1997,,,True,,True,,
255 Powder House Blvd,749000,3,2,"1,728",$433 / Sq. Ft.,Single Family Detached,Middlesex,Somerville,1910,True,,,,,,
25 Stowell Rd,1099000,3,2,"1,824",$603 / Sq. Ft.,Single Family Detached,Middlesex,Winchester,1927,True,,True,,,,
22 Canterbury Rd,1299000,4,2.5,"3,052",$426 / Sq. Ft.,Single Family Detached,Middlesex,Winchester,1950,,,True,,,,
120 Main St,1249000,6,4,"4,211",$297 / Sq. Ft.,Single Family Detached,Middlesex,Winchester,1938,,,True,,,,
131 Sunnyside Ave,415000,2,1,792,$524 / Sq. Ft.,Single Family Attached,Middlesex,Arlington,1948,,,True,,,,
26 Powder House Ter,699000,4,2,"2,425",$288 / Sq. Ft.,Single Family Detached,Middlesex,Medford,1950,,,,,,,
58-60 Exeter St,599900,4,2,"2,416",$248 / Sq. Ft.,2 Family,Middlesex,Arlington,1929,,,,,,,
36 Ware St,975000,5,2,"2,666",$366 / Sq. Ft.,2 Family,Middlesex,Somerville,1910,,,,,,True,
1 Irving St,1595000,6,6,"3,850",$414 / Sq. Ft.,5+ Units Up/Down,Middlesex,West Medford,,,,,,,,
17 Maynard St #17,759900,4,3.5,"2,100",$362 / Sq. Ft.,Condominium,Middlesex,Arlington,2016,True,,True,,,,
8 Old Mystic St,1098000,4,2.5,"3,209",$342 / Sq. Ft.,Single Family Detached,Middlesex,Morningside,1915,,,True,,,True,
193 Playstead Rd,599000,3,1.5,"1,820",$329 / Sq. Ft.,Single Family Detached,Middlesex,Medford,1929,,,True,,,,
6 Fernway,3599000,5,4,"7,313",$492 / Sq. Ft.,Single Family Detached,Middlesex,Myopia Hill,1941,,,True,,,True,
200 - 202 Pleasant St,1944000,7,5.5,"4,688",$415 / Sq. Ft.,Single Family Detached,Middlesex,Arlington,1830,,,,,,,
27 Sheffield W,1589000,4,3.5,"4,000",$397 / Sq. Ft.,Single Family Detached,Middlesex,Winchester Boat Club,1937,,,,,,,
7 Wyman St,849500,5,2,"3,360",$253 / Sq. Ft.,2 Family,Middlesex,Medford,1890,True,,True,,,,
35 Jefferson Rd,2499000,7,6.5,"6,187",$404 / Sq. Ft.,Single Family Detached,Middlesex,Winchester,2016,,,True,,True,,
54 Marathon St #1,899900,2,3,"1,870",$481 / Sq. Ft.,Condominium,Middlesex,Arlington,1911,,,True,,,,
325 Alewife Brook Pkwy,3000000,—,—,—,Sq. Ft.,Residential,Middlesex,Somerville,,,,,,,,
19 Foster St,995000,4,1.5,"2,598",$383 / Sq. Ft.,2 Units Up/Down,Middlesex,East Arlington,1921,,,,,,True,True
2 Myopia Rd,1399900,4,3,"3,521",$398 / Sq. Ft.,Single Family Detached,Middlesex,Myopia Hill,1915,,,True,,,True,
16 McCall Rd,2999900,6,5.5,"7,245",$414 / Sq. Ft.,Single Family Detached,Middlesex,Myopia Hill- seasonal views of Mystic Lake & Boston,1915,,,True,,,True,
54 Myopia Rd,3175000,6,6,"9,250",$343 / Sq. Ft.,Single Family Detached,Middlesex,Winchester,2000,,,True,,,,
15 Bower Rd Unit A-10,234900,2,2,"1,041",$226 / Sq. Ft.,Condominium,Norfolk,Quincy,1988,True,,True,,,,
230 Willard St #512,220000,1,1,723,$304 / Sq. Ft.,Condominium,Norfolk,Quincy,1988,True,,True,,,,
155 Kendrick #102,315000,2,1,"1,077",$292 / Sq. Ft.,Condominium,Norfolk,Quincy,1987,,,True,,True,,
5 Westford St,369900,2,2,"1,269",$291 / Sq. Ft.,Single Family Detached,Norfolk,Quincy,1890,,,True,,,True,
195 Independence Ave #111,140000,0,1,450,$311 / Sq. Ft.,Condominium,Norfolk,South Quincy,1969,True,,,,True,,
10 Lurton St,529900,3,2.5,"1,962",$270 / Sq. Ft.,Single Family Detached,Norfolk,Quincy,1925,True,,,,True,,
999 Hancock St #412,619000,2,2,"1,205",$514 / Sq. Ft.,Condominium,Norfolk,Quincy Center,2016,True,,True,,,,
999 Hancock St #407,569000,2,2,"1,113",$511 / Sq. Ft.,Condominium,Norfolk,Quincy Center,2016,True,,True,,,,
999 Hancock St #405,489000,2,2,982,$498 / Sq. Ft.,Condominium,Norfolk,Quincy Center,2016,True,,True,,,,
999 Hancock St #306,449000,1,1,886,$507 / Sq. Ft.,Condominium,Norfolk,Quincy Center,2016,True,,True,,,,
56 Copeland St,679900,10,3,"3,120",$218 / Sq. Ft.,3 Family,Norfolk,Quincy,1890,,,True,,,,
95 High St,459000,3,1,"1,320",$348 / Sq. Ft.,Single Family Detached,Norfolk,Quincy,1941,True,,True,,,,
1405 Quincy Shore Dr,599900,4,3,"2,488",$241 / Sq. Ft.,Single Family Detached,Norfolk,Merrymount,1925,True,,True,,True,,
10 Ricciuti Dr #2,499000,3,2.5,"1,822",$274 / Sq. Ft.,Condominium,Norfolk,Quincy,2004,True,,,,True,,
107 Bunker Hill Ln,469000,3,2,"1,468",$319 / Sq. Ft.,Single Family Detached,Norfolk,Quincy,1928,True,,True,,,,
766 Willard St Unit A6,249900,2,1,745,$335 / Sq. Ft.,Condominium,Norfolk,West Quincy,1965,True,,True,,,,
1025 Hancock St Unit 13B,244900,1,1,670,$366 / Sq. Ft.,Condominium,Norfolk,Quincy,1964,True,,True,,,,
1025 Hancock St Unit 12D,239900,1,1,670,$358 / Sq. Ft.,Condominium,Norfolk,Quincy,1964,True,,True,,,,
200 Falls Blvd Unit E307,304900,2,1.5,"1,020",$299 / Sq. Ft.,Condominium,Norfolk,Quincy,1993,True,True,,,,True,
1025 Hancock St Unit 12A,239900,1,1,670,$358 / Sq. Ft.,Condominium,Norfolk,Quincy,1964,True,,True,,,,
187 South St,369000,3,1,"1,308",$282 / Sq. Ft.,Single Family Detached,Norfolk,Quincy,1930,,,,,,,
56 Palmer St,379900,3,2,"1,323",$287 / Sq. Ft.,Single Family Detached,Norfolk,Quincy,1950,,,True,,,,
50 Presidents Ave,375000,2,1,"1,222",$307 / Sq. Ft.,Single Family Detached,Norfolk,Quincy,1910,,,True,,,True,
46 Presidents Ave,499000,2,2,"1,780",$280 / Sq. Ft.,2 Units Up/Down,Norfolk,Quincy,1950,True,,True,,,True,
76 Emerald St,649900,3,3,"2,520",$258 / Sq. Ft.,Single Family Detached,Norfolk,West Quincy,2008,,,True,,True,,
15 Maypole Rd,589900,3,2.5,"2,042",$289 / Sq. Ft.,Single Family Detached,Norfolk,Merrymount,1920,,,True,,,True,
200 Falls Unit d310,259900,1,2,670,$388 / Sq. Ft.,Condominium,Norfolk,Quincy,1989,,,True,,True,,
179 Presidents Ln Unit L1,169900,0,1,490,$347 / Sq. Ft.,Condominium,Norfolk,Quincy Center,1970,True,,,,True,,
690-692 Washington St,619000,5,3,"2,476",$250 / Sq. Ft.,3 Family,Norfolk,Quincy,1900,,,,,,,
18 Cliveden St Unit Model,549900,2,2,"1,212",$454 / Sq. Ft.,Condominium,Norfolk,Quincy Center,2017,True,,True,,,,True
45 Stoughton St,194900,2,1,920,$212 / Sq. Ft.,Single Family Detached,Norfolk,Houghs Neck,1910,,,True,,,,
63 Island,725000,4,2.5,"2,897",$250 / Sq. Ft.,Single Family Detached,Norfolk,Great Hill,2002,,,True,,True,,
12 Kent St,564000,4,2,"1,512",$373 / Sq. Ft.,2 Units Up/Down,Norfolk,West Quincy,1910,,,True,,,True,
100-102 Intervale St,899000,8,4,"3,791",$237 / Sq. Ft.,4 Family,Norfolk,Quincy,1885,,,,,,,
49 Dixwell Ave,878000,5,4.5,"3,014",$291 / Sq. Ft.,Single Family Detached,Norfolk,Quincy,1897,,,True,,,,
20 Kent St,564000,4,2,"1,952",$289 / Sq. Ft.,2 Units Up/Down,Norfolk,Quincy,1910,,,True,,,True,
8 Kent St,789000,4,4,"2,800",$282 / Sq. Ft.,4 Units Up/Down,Norfolk,Quincy,1910,,,True,,,True,
999 Hancock St #410,399000,1,1,778,$513 / Sq. Ft.,Condominium,Norfolk,Quincy Center,2016,True,,True,,,,
2 Holliston St,1150000,5,3.5,"3,158",$364 / Sq. Ft.,Single Family Detached,Norfolk,Quincy,2017,,,True,,True,,
47 Calvin Rd,695000,3,3.5,"2,152",$323 / Sq. Ft.,Single Family Detached,Norfolk,Merrymount,2005,,,,,,,
54 Doane St,399900,2,2,"1,344",$298 / Sq. Ft.,Single Family Detached,Norfolk,Quincy,1955,,,True,,,,
34 South St #103,299900,2,1,"1,028",$292 / Sq. Ft.,Condominium,Norfolk,Quincy,1975,True,,,,True,,
999 Hancock St #307,549000,2,2,"1,113",$493 / Sq. Ft.,Condominium,Norfolk,Quincy Center,2016,True,,True,,,,
219 Gardiner Rd,799000,4,4.5,"3,392",$236 / Sq. Ft.,Single Family Detached,Norfolk,Quincy,1996,,,True,,,,
545-547 Washington St,1149000,11,7,"4,658",$247 / Sq. Ft.,5-9 Family,Norfolk,Quincy,1924,True,,,,,,
999 Hancock St #202,569000,2,2,"1,247",$456 / Sq. Ft.,Condominium,Norfolk,Quincy Center,2016,True,,True,,,,
62 Wren Ter,249900,—,—,—,Sq. Ft.,Residential,Norfolk,Quincy,,,,,,,,
59-61 Germain Ave,619900,6,3,"2,329",$266 / Sq. Ft.,3 Family,Norfolk,Quincy,1890,,,,,,True,
399 Sea St Unit B,518000,3,2.5,"1,704",$304 / Sq. Ft.,Condominium,Norfolk,Adams Shore,2004,True,True,True,,,,
20 Saint Germain St,899000,4,2.5,"3,805",$236 / Sq. Ft.,Single Family Detached,Norfolk,Quincy,2006,,,,,,,
120 Cedar St,525000,3,2,"1,777",$295 / Sq. Ft.,Single Family Detached,Norfolk,Quincy,1930,,,True,,,,
117 Standish Ave,688888,4,3,"1,816",$379 / Sq. Ft.,2 Units Up/Down,Norfolk,Wollaston,1870,,,,,,,
45 Oval Rd #14,175000,1,1,561,$312 / Sq. Ft.,Condominium,Norfolk,Quincy,1965,,,,,,,
15 Welgate,729000,4,4.5,"2,470",$295 / Sq. Ft.,Single Family Detached,Norfolk,Wollaston Hill,1938,,,True,,,,
165 Rice Rd,430000,3,2,"1,099",$391 / Sq. Ft.,Single Family Detached,Norfolk,Wollaston,1950,,,,,,True,
45 Oval Rd #6,119000,1,1,293,$406 / Sq. Ft.,Condominium,Norfolk,Quincy,1965,True,,True,,,,
303 Beach,995000,4,3,"2,268",$439 / Sq. Ft.,3 Family,Norfolk,North Quincy,1900,True,,,,True,True,
182 Warren Ave,719000,6,2,"2,492",$289 / Sq. Ft.,Single Family Detached,Norfolk,Wollaston Hill,1910,,True,,,,,
19 Landers Rd,420000,2,1.5,"1,200",$350 / Sq. Ft.,Single Family Detached,Norfolk,Wollaston,2012,True,,True,,,,
161 W Elm Ave,439900,3,1,910,$483 / Sq. Ft.,Single Family Detached,Norfolk,Quincy,1905,,,True,,,,
799 hancock St,699900,0,1,"1,744",$401 / Sq. Ft.,2 Units Up/Down,Norfolk,Quincy,1945,True,,,,,,
82 W ELM Ave,699900,4,2,"1,906",$367 / Sq. Ft.,2 Units Up/Down,Norfolk,Quincy,1898,True,,,,,,
17 Landers Rd,309000,2,1,510,$606 / Sq. Ft.,Single Family Detached,Norfolk,Quincy,1915,,,,,,,
10 Seaport Dr #2210,359999,1,1,844,$427 / Sq. Ft.,Condominium,Norfolk,Quincy,2003,,,True,,,,
165 Quincy Shore Dr Unit C74,244900,1,1,846,$289 / Sq. Ft.,Condominium,Norfolk,Quincy,1975,,,True,,,,
120 Holmes St #218,389000,2,2,933,$417 / Sq. Ft.,Condominium,Norfolk,Quincy,2005,True,,True,,True,,True
40 Hummock Rd,459900,3,1,"1,384",$332 / Sq. Ft.,Single Family Detached,Norfolk,North Quincy,1928,True,,True,,,,
175 Quincy Shore Dr Unit B53,322500,2,2,"1,170",$276 / Sq. Ft.,Condominium,Norfolk,Quincy,1975,True,,True,,True,,True
118 Holmes #305,438000,1,2,"1,184",$370 / Sq. Ft.,Condominium,Norfolk,Quincy,2005,True,,True,,True,,
84 Faxon Rd,729000,6,3,"3,328",$219 / Sq. Ft.,3 Family,Norfolk,North Quincy,1910,True,,True,,,,
64-66 Sagamore Ave,668000,4,2.5,"3,000",$223 / Sq. Ft.,Single Family Detached,Norfolk,Quincy,1920,,,True,,,True,
34 Tilden Commons Dr #34,525000,2,2,"1,467",$358 / Sq. Ft.,Condominium,Norfolk,Quincy,1999,True,,,,True,,
12 (16) Ocean Ave,659000,4,2,"1,696",$389 / Sq. Ft.,Single Family Detached,Norfolk,on the peninsula of Squantum,1960,,,True,,,,
10 Hillcrest Rd,629000,3,2,"2,125",$296 / Sq. Ft.,Single Family Detached,Norfolk,Squantum,1955,True,,True,,,,
15 Cutter #15,599900,3,2.5,"2,055",$292 / Sq. Ft.,Condominium,Norfolk,Marina Bay,1985,,,True,,True,,
62 Pratt Rd,639800,3,3,"1,224",$523 / Sq. Ft.,3 Family,Norfolk,Squantum,1950,,,True,,,,
26 Huckins Ave,498900,4,2,"1,572",$317 / Sq. Ft.,Single Family Detached,Norfolk,Squantum,1920,True,,,,,,
93 Quincy Shore Dr,419900,3,1,"1,154",$364 / Sq. Ft.,Single Family Detached,Norfolk,Quincy,1930,,,True,,,,
118 Standish Rd,499000,3,1.5,"1,448",$345 / Sq. Ft.,Single Family Detached,Norfolk,On the Peninsula of Squantum!,1939,True,,True,,,,
79 Monclair,475000,3,1,"1,249",$380 / Sq. Ft.,Single Family Detached,Norfolk,Quincy,1901,True,,True,True,,,
2001 Marina Dr #211,855000,2,2,"1,976",$433 / Sq. Ft.,Condominium,Norfolk,Marina Bay,1987,,,True,,,,
1001 Marina Dr Unit 503E,839000,2,2,"1,726",$486 / Sq. Ft.,Condominium,Norfolk,Marina Bay,1987,True,,True,,True,,
1001 Marina Dr #708,1295000,3,2.5,"2,503",$517 / Sq. Ft.,Condominium,Norfolk,Marina Bay,1988,True,,,,,,
3 Tilden Commons Dr #3,755000,2,2,"2,278",$331 / Sq. Ft.,Condominium,Norfolk,Marina Bay,1999,,,True,,,,
46 Standish Rd,699900,4,3,"2,000",$350 / Sq. Ft.,Single Family Detached,Norfolk,Squantum,1900,,,True,,,True,
45 Lansdowne St,439000,3,2,"1,260",$348 / Sq. Ft.,Single Family Detached,Norfolk,On the peninsula of Squantum,1951,,,,,,,
19 Ludlow Rd #19,1150000,3,2.5,"3,137",$367 / Sq. Ft.,Single Family Detached,Norfolk,Marina Bay,2002,,,True,,,,
2001 Marina Dr #506,634998,2,2,"1,453",$437 / Sq. Ft.,Condominium,Norfolk,Marina Bay,1987,True,,True,,,,True
821 E Squantum St,639000,3,1.5,"2,135",$299 / Sq. Ft.,Single Family Detached,Norfolk,on the peninsula of Squantum,1959,,,,,,,
2001 Marina Dr #202,619000,2,2,"1,305",$474 / Sq. Ft.,Condominium,Norfolk,Marina Bay,1987,True,,True,,True,,
1 Winslow Rd,599900,3,2,"1,792",$335 / Sq. Ft.,Single Family Detached,Norfolk,Squantum,1910,,,,,,,
78 Harbourside Rd #78,629000,2,2.5,"1,570",$401 / Sq. Ft.,Condominium,Norfolk,Marina Bay,1984,,,True,,,,
131 Dorchester St #1,799900,2,2.5,"1,900",$421 / Sq. Ft.,Condominium,Norfolk,Squantum,2016,,,True,,True,,
109 Sonoma Rd,749000,3,2.5,"2,600",$288 / Sq. Ft.,Single Family Detached,Norfolk,Crabtree Estates section of Squantum,1920,,True,True,,,,
140 WOODCREST Dr,724900,4,3,"2,516",$288 / Sq. Ft.,Single Family Detached,Middlesex,Melrose,1968,,,True,,,,
280 Laurel St,649000,3,3,"2,081",$312 / Sq. Ft.,Single Family Detached,Middlesex,Mt. Hood,1960,,,,,,,
974-976 Main St #17,199000,1,1,552,$361 / Sq. Ft.,Condominium,Middlesex,Melrose,1972,,,True,,,True,
75 Baxter St,759000,4,2,"2,656",$286 / Sq. Ft.,Single Family Detached,Middlesex,Melrose,1900,,,True,,,True,
118 Derby Rd,579900,4,2,"2,119",$274 / Sq. Ft.,Single Family Detached,Middlesex,Melrose,1935,True,,True,,True,True,
354 Upham St #8,695000,3,2.5,"1,562",$445 / Sq. Ft.,Condominium,Middlesex,Melrose,2013,,,True,,True,,
170 Bellevue Ave,699900,4,2.5,"2,203",$318 / Sq. Ft.,Single Family Detached,Middlesex,Melrose,1892,,,True,True,,,
64 Park St,595000,3,1.5,"1,459",$408 / Sq. Ft.,Single Family Detached,Middlesex,Melrose,1900,,,True,,,,
12 W Wyoming Ave #1,369900,2,1,"1,170",$316 / Sq. Ft.,Condominium,Middlesex,Melrose,1900,,,,,,,
68 Prospect St,1399000,6,3.5,"4,534",$309 / Sq. Ft.,Single Family Detached,Middlesex,Melrose,1890,,,True,,,,
130 Tremont St #407,545000,2,2,"1,181",$461 / Sq. Ft.,Condominium,Middlesex,Melrose,2016,True,,True,,True,,True
205 Tremont St,519900,4,1.5,"1,775",$293 / Sq. Ft.,Single Family Detached,Middlesex,Melrose,1900,True,,True,,True,,
170 Linwood Ave,599900,5,2,"2,280",$263 / Sq. Ft.,2 Units Up/Down,Middlesex,Melrose,1890,True,,True,,True,,
9 Upland Rd,689900,3,1.5,"1,957",$353 / Sq. Ft.,Single Family Detached,Middlesex,Sewall Woods,1920,,,True,,,,
118 Bellevue Ave,1695000,5,3.5,"6,296",$269 / Sq. Ft.,Single Family Detached,Middlesex,Melrose,1910,,,True,,,,
27 Winthrop St #0,689500,3,3.5,"2,008",$343 / Sq. Ft.,Condominium,Middlesex,Melrose,2017,True,,True,,True,True,
340 main #510,229900,1,1,425,$541 / Sq. Ft.,Condominium,Middlesex,Melrose,1970,,,,,,,
148 Bellevue Ave,1279000,5,4,"4,241",$302 / Sq. Ft.,Single Family Detached,Middlesex,Upper East Side,1890,,,,,,,
97 Bellevue Ave,1495000,7,4.5,"6,478",$231 / Sq. Ft.,Single Family Detached,Middlesex,Melrose,1883,,,,,,,
46 SUMMER St,489900,3,2,"2,064",$237 / Sq. Ft.,Single Family Detached,Middlesex,Stoneham,1890,True,,True,,,,
135 Marble St,749900,3,3,"2,586",$290 / Sq. Ft.,Single Family Detached,Middlesex,Stoneham,1890,,,True,,,,
35 Isabella St,624900,4,2.5,"2,004",$312 / Sq. Ft.,Single Family Detached,Middlesex,Stoneham,1900,,,True,,,,
3 Stone Ave,624900,3,2,"1,923",$325 / Sq. Ft.,Single Family Detached,Middlesex,Stoneham,1927,,,True,,,True,
159 Franklin St Unit B2,169900,1,1,620,$274 / Sq. Ft.,Condominium,Middlesex,Stoneham,1980,,,True,,True,,True
44 Main St #507,399900,3,2,"1,462",$274 / Sq. Ft.,Condominium,Middlesex,Stoneham,1982,True,,True,,True,,
53 Brookbridge Rd,610000,3,2,"1,674",$364 / Sq. Ft.,Single Family Detached,Middlesex,Stoneham,1969,,,True,,,,
1 Bow St,549900,3,1.5,"2,092",$263 / Sq. Ft.,Single Family Detached,Middlesex,Colonial Park North,1900,True,,True,,True,,
10 Pomeworth Unit F,519900,2,2.5,"2,018",$258 / Sq. Ft.,Condominium,Middlesex,Stoneham,2007,True,True,True,,,True,
49 Stevens St,425000,4,2,"1,615",$263 / Sq. Ft.,Single Family Detached,Middlesex,Stoneham,1900,,,,,,,
104 Summer St,389000,3,2,"1,810",$215 / Sq. Ft.,Single Family Detached,Middlesex,Stoneham,1900,,,,,,,
131 Franklin St #101,249000,2,2,895,$278 / Sq. Ft.,Condominium,Middlesex,Stoneham,1985,True,,,,True,,
146 Marble St #506,389900,2,2,"1,325",$294 / Sq. Ft.,Condominium,Middlesex,Stoneham,1974,True,,True,,,,
lot 9 Smittys Way,725000,4,2.5,"2,376",$305 / Sq. Ft.,Single Family Detached,Middlesex,Stoneham,2017,,,,,,,
26 Lynn Fells Pkwy,749900,4,4,"3,877",$193 / Sq. Ft.,Single Family Detached,Middlesex,Stoneham,1952,,,True,,,True,
88 Converse St,1000000,4,3.5,"2,979",$336 / Sq. Ft.,Single Family Attached,Middlesex,Stoneham,1999,,,,,,,
236 Allerton Commons Ln #236,359900,3,2,"1,352",$266 / Sq. Ft.,Condominium,Norfolk,Braintree Highlands,1995,,,True,,,,
15 May St,549000,4,2,"1,700",$323 / Sq. Ft.,Single Family Detached,Norfolk,East Braintree,1920,,,True,True,,,
6 Ellery St,529900,3,1.5,"1,300",$408 / Sq. Ft.,Single Family Detached,Norfolk,Braintree,1975,,,True,,True,,
42 Logan Rd,699000,3,2,"2,300",$304 / Sq. Ft.,Single Family Detached,Norfolk,Braintree,1947,,,True,,,,
30 Staten Rd,349000,2,1,"1,281",$272 / Sq. Ft.,Single Family Detached,Norfolk,Braintree,1917,,,,,,,
314 Quincy Ave,374900,3,1,"1,428",$263 / Sq. Ft.,Single Family Detached,Norfolk,Braintree,1923,True,,True,,,True,
440 Union St,385000,2,2,"1,573",$245 / Sq. Ft.,Single Family Detached,Norfolk,Braintree,1942,,,True,,,,
22 Armstrong Cir,578000,4,2.5,"2,745",$211 / Sq. Ft.,Single Family Detached,Norfolk,Braintree,1954,,,,,,,
200 Common St,499000,4,2.5,"2,157",$231 / Sq. Ft.,Single Family Detached,Norfolk,Braintree,1950,True,,,,,True,
6 Leahaven Ter,399900,3,1,"1,152",$347 / Sq. Ft.,Single Family Detached,Norfolk,Braintree Highlands,1958,,,True,True,,,
559 Union St,349500,2,1.5,"1,106",$316 / Sq. Ft.,Single Family Detached,Norfolk,East Braintree,1955,,,,,,,
1020 Liberty St,439900,2,2.5,"1,595",$276 / Sq. Ft.,Single Family Detached,Norfolk,Braintree,1939,,,,,,True,
374 Liberty,499900,3,2,"1,212",$412 / Sq. Ft.,Single Family Detached,Norfolk,Braintree,1940,,,True,,,,
455 Middle St,550000,4,2,"2,050",$268 / Sq. Ft.,Single Family Detached,Norfolk,Braintree,1954,,,True,,,,
18 Royal Lake Dr #5,519900,3,2,"1,491",$349 / Sq. Ft.,Condominium,Norfolk,Braintree Highlands,1974,,,True,,,,
190 Liberty St,439000,3,1.5,"1,365",$322 / Sq. Ft.,Single Family Detached,Norfolk,Braintree,1950,,,,,,,
205 Elm St #11,769000,3,3,"2,418",$318 / Sq. Ft.,Condominium,Norfolk,Braintree,2016,,,True,,,True,
32 skyline Dr #3,220000,2,1.5,"1,277",$172 / Sq. Ft.,Condominium,Norfolk,Braintree,1971,,,,,,,
314 & 316A Quincy Ave,599900,3,1,"2,332",$257 / Sq. Ft.,Single Family Detached,Norfolk,Braintree,1923,True,,True,,,,
84 Inglewood St,629000,3,2.5,"1,536",$410 / Sq. Ft.,Single Family Detached,Norfolk,Braintree Yacht Club & Smith Beach (Close to Newly Renovated Watson Park),2016,,,,,True,,
65 wilkins Rd,489000,3,1.5,"1,470",$333 / Sq. Ft.,Single Family Detached,Norfolk,East Braintree,1941,,,,,,True,
56 Cotton Ave,589900,3,2,"1,729",$341 / Sq. Ft.,Single Family Detached,Norfolk,East Braintree,1950,True,,True,,,,
37 Helen Rd,825000,5,3.5,"4,351",$190 / Sq. Ft.,Single Family Detached,Norfolk,Braintree,1961,,,True,,True,True,
416 John Mahar Hwy #3105,779900,2,2.5,"2,667",$292 / Sq. Ft.,Condominium,Norfolk,Braintree,2007,True,,True,,,True,
148 Old Country Way,639900,4,1.5,"1,964",$326 / Sq. Ft.,Single Family Detached,Norfolk,Braintree Highlands,1968,,,True,,,True,
27 MARCIA Rd,709900,5,3,"2,669",$266 / Sq. Ft.,Single Family Detached,Norfolk,Braintree,2015,,,True,,True,,
29 Lake St,349900,3,1,864,$405 / Sq. Ft.,Single Family Detached,Norfolk,Braintree,1948,,,True,,,True,
625 Union St,595000,4,2,"1,960",$304 / Sq. Ft.,Single Family Detached,Norfolk,Braintree,1900,,,True,,,,
10 Stevens Ave,499900,3,2,"2,028",$246 / Sq. Ft.,Single Family Detached,Norfolk,Braintree,1958,,,,,,,
428 John Mahar Hwy #412,539900,2,2,"1,475",$366 / Sq. Ft.,Condominium,Norfolk,Braintree,2013,,,True,,True,,
416 John Mahar Hwy #3401,725000,2,2.5,"2,167",$335 / Sq. Ft.,Condominium,Norfolk,Braintree,2007,True,,True,,,True,
Lot 5 Bregoli Ln,335000,—,—,—,Sq. Ft.,Residential,Norfolk,Braintree,,,,,,,,
34-36 Faulkner Pl,549000,5,4,"2,500",$220 / Sq. Ft.,2 Family,Norfolk,Braintree,1927,,,,,,True,
501 Commerce Dr Unit 1-207,305000,2,2,"1,048",$291 / Sq. Ft.,Condominium,Norfolk,Braintree,2004,,,True,,,,True
80 Elmlawn Rd,485000,3,2.5,"1,617",$300 / Sq. Ft.,Single Family Detached,Norfolk,Braintree,1928,True,,,,,,
43 Walnut St,768900,4,3.5,"3,068",$251 / Sq. Ft.,Single Family Detached,Norfolk,Five Corners,1933,,,True,,True,,
20 Dels Way,1069000,4,3.5,"3,057",$350 / Sq. Ft.,Single Family Attached,Norfolk,Braintree,2017,,,True,,True,True,
788 rear Rear Commercial,94828,—,—,—,Sq. Ft.,Non-Buildable,Norfolk,Braintree,,,,,,,,
47 Bradford Commons Ln #47,319900,2,2,868,$369 / Sq. Ft.,Condominium,Norfolk,Braintree,1989,,,True,,True,,
144 Pond St,399000,3,1,"1,823",$219 / Sq. Ft.,Single Family Detached,Norfolk,Braintree,1952,True,,True,,,,
205 Elm St #9,599000,2,2.5,"1,786",$335 / Sq. Ft.,Condominium,Norfolk,Braintree,2016,True,,True,,True,True,
23 Woodside Ave,379900,3,1,"1,104",$344 / Sq. Ft.,Single Family Detached,Norfolk,Highlands,1951,,,True,,,,
10 Zana Park Dr,999000,6,3.5,"4,395",$227 / Sq. Ft.,Single Family Detached,Norfolk,Braintree,1992,,,True,,,,
56 Winthrop Ave,569000,4,1,"1,752",$325 / Sq. Ft.,Single Family,Norfolk,Braintree Highlands,1950,,,True,,,,
108 Bradford Commons Ln,289900,2,1,883,$328 / Sq. Ft.,,Norfolk,Braintree,1989,,,,,,,
6 Ellery St,529900,3,1.5,"1,300",$408 / Sq. Ft.,Single Family Detached,Norfolk,Braintree,1975,,,True,,True,,
42 Logan Rd,699000,3,2,"2,300",$304 / Sq. Ft.,Single Family Detached,Norfolk,Braintree,1947,,,True,,,,
440 Union St,385000,2,2,"1,573",$245 / Sq. Ft.,Single Family Detached,Norfolk,Braintree,1942,,,True,,,,
22 Armstrong Cir,578000,4,2.5,"2,745",$211 / Sq. Ft.,Single Family Detached,Norfolk,Braintree,1954,,,,,,,
